tweet_id,text,is_relevant,mode,complaint_type,information_failure_type,mentions_information_failure,mentions_physical_service_failure,routes,stop_ids,stop_names,areas,landmarks,severity,spatial_confidence,classification_confidence,short_summary,evidence_phrase
7a83e56ed1bc8bd500a838c84f01f45f,"@InfoAtac
 bus 32 aspettato mezz'ora a viale Angelico, partito alle 8:30 con le persone stipate come sardine e decine di persone a terra, lascio immaginare alle fermate successive. Questo non è un servizio pubblico. Figuriamoci da capitale europea 
@MercurioPsi",True,bus,overcrowding,none,False,True,32,,,Viale Angelico,,5,medium,0.72,Bus 32 troppo affollato (persone stipate e decine a terra) dopo partenza alle 8:30 da Viale Angelico.,"""bus 32 aspettato mezz'ora a viale Angelico, partito alle 8:30 con le persone stipate come sardine e decine di persone a terra"""
487ec8771d9adcdf81379e437175a54c,"#CuraDelFerro #ATAC #Roma dopo 52 mesi di propaganda

Quoted Tweet:
Dove sono i tram 3 e 19?? Non passa nessuno da mezz’ora su viale Liegi. È una vergogna! @InfoAtac @eugenio_patane @romamobilita @OQuotidianaBlog",True,tram,ghost_bus,physical_disconnect_ghost,True,True,tram 3|tram 19,,,viale Liegi,,4,medium,0.72,Il tweet segnala che i tram 3 e 19 non transitano da circa mezz’ora su viale Liegi.,"""Dove sono i tram 3 e 19?? Non passa nessuno da mezz’ora su viale Liegi."""
b8c84e82bbf6828a9f12e524cc43f561,"Continuano numerose le segnalazioni di #bus #ATAC in servizio sulle app, ma #FuoriServizio nella realtà

Quand'è che qualcuno inizierà a indagare, spiegare, risolvere?


@CorteContiPress
 #Roma 
@ART_Trasporti
 
@antitrust_it
 
@TUTraP_APS
 
@spitella

Quoted Tweet:
@InfoAtac la linea 33 vettura 3131 risulta normalmente in servizio mentre nella realtà è passata da Valle Aurelia con la scritta ATAC fuori servizio e senza fermarsi. Inutile fare app di rimborsi se poi fate circolare linee fantasma. Un po' di onestà e rispetto x l'utenza...",True,bus,ghost_bus,physical_disconnect_ghost,True,True,33,,,Valle Aurelia,,4,medium,0.78,"InfoAtac mostra la linea 33 come in servizio, ma il veicolo risulterebbe passato senza fermarsi e indicato fuori servizio.","""la linea 33 vettura 3131 risulta normalmente in servizio"" mentre ""nella realtà è passata da Valle Aurelia con la scritta ATAC fuori servizio e senza fermarsi"""
1ceb1db770feee3461a506116754d242,"Quando aspetti l 870 alla fermata Paola e la mitica app di 
@InfoAtac
 lo da in arrivo da piu' di mezz'ora.  Nel frattempo passa solo il nulla cosmico 
@MercurioPsi",True,bus,wrong_eta,latency_or_stale_prediction,True,False,870,,Paola,,,4,high,0.86,"L’app InfoAtac segnala il bus 870 in arrivo da oltre mezz’ora, ma alla fermata passa solo il nulla.",“Quando aspetti l 870 alla fermata Paola… lo da in arrivo da piu' di mezz'ora… Nel frattempo passa solo il nulla cosmico”
93164b3485fbf5a42e9cb33719af0b68,"Dossier da me consegnato all'Assessore 40 mesi fa

""fuori la stazione Termini va messo un unico grande display elettronico con tutte le prossime partenze #BUS delle varie linee, un dato essenziale oggi impossibile da sapere, perché ogni capolinea ha un codice diverso""

ZERO

Quoted Tweet:
@romamobilita @InfoAtac  è prevista l'installazione di un display elettronico per P. dei Cinquecento, all'interno o appena all'esterno della stazione, che indichi il numero dello stallo e tra quanti minuti partirà quale bus? È ancora troppo difficile andare per tentativi.",True,mixed,missing_realtime_data,missing_realtime_information,True,False,,,Termini|P. dei Cinquecento,,stazione Termini|P. dei Cinquecento,2,medium,0.78,"Allo stato attuale la stazione Termini non fornisce in modo affidabile le prossime partenze dei bus (display necessario, ma i dati risultano “impossibili da sapere”).",“fuori la stazione Termini … un unico grande display elettronico … un dato essenziale oggi impossibile da sapere”
a2d9fa45d8c6c483c9e6787f58f51f24,"È l'anno sottoZERO della mobilità a #Roma

Quoted Tweet:
@InfoAtac e dopo UN’ORA di attesa arriva bus 32 a fermata 70008. Ma si può sapere che succede?!?",True,bus,delay,none,False,True,32,70008,,,,4,high,0.88,Bus 32 arrivato dopo un'ora alla fermata 70008.,dopo UN’ORA di attesa arriva bus 32 a fermata 70008
508e7595e178211d4c1c539f3671f5ec,"ovviam hanno risposto così come è passato il #bus..

Quoted Tweet:
@InfoAtac salve sono alla fermata 72552 da mezz'ora. Potreste darmi indicazioni sulla prossima partenza del 911 direzione Mancini? Sembrano saltate almeno 3 corse",True,bus,bus_no_show,missing_realtime_information,True,True,911,72552,,,Mancini,4,high,0.9,Alla fermata 72552 mancano indicazioni sulla partenza del 911; sembrano saltate tre corse.,fermata 72552 da mezz'ora ... 911 direzione Mancini
471a2ed9f6400f51da2328afd45d8f4a,"Ricominciamo anche quest'anno 2026 Elenco #tram Cityway (FIAT) con a/c NON funzionante: 9101 NOTA: il 100% dei #tram modello Socimi (anni '90) e Stanga (anni '40) NON hanno proprio a/c, ma almeno i finestrini sono apribili

Quoted Tweet:
Tram fiat - Direzione Stazione Trastevere - Matr. 9101 senza aria condizionata. Assurdo.",True,tram,breakdown,none,False,True,,,,,Stazione Trastevere,3,medium,0.82,Tram Cityway 9101 verso Stazione Trastevere senza aria condizionata.,Matr. 9101 senza aria condizionata
997db697320627da979dee8001685eca,"Se qualcuno ha il monitoraggio della rete #bus attivo...si tratta di ""sparizioni"" coi primi caldi (pissibile causa: #bus senza a/c) o solo una ""normale"" anomalia puntuale? @iencenelli

Quoted Tweet:
Non è solo il 69!! @MercurioPsi @battaglia_persa qui uscita metro jonio",True,bus,ghost_bus,telemetry_blackout,True,True,69,,Jonio,,,4,medium,0.84,"Discussione su sparizioni nella rete bus, con riferimento al 69 e uscita metro Jonio.",sparizioni ... Non è solo il 69 ... uscita metro jonio
a4743ac81a97e56e08bfd4bef1355aa8,"Come facevano a prevedere che a fine maggio sarebbe arrivato il caldo #tram con finestroni bloccati

Quoted Tweet:
@InfoAtac tram 8 vettura 9249 da Piazza Venezia a Casaletto non funziona l'aria condizionata che però risulta accesa. Un forno",True,tram,breakdown,terminus_or_out_of_service_confusion,True,True,8,,,,Piazza Venezia|Casaletto,3,medium,0.86,Tram 8 vettura 9249 senza aria condizionata anche se risulta accesa.,non funziona l'aria condizionata che però risulta accesa
e182431159459f2ea2197511a61f7c1f,@Atacroma @MercurioPsi #atac #roma siamo in venti a piazzale Clodio sotto il sole che stiamo aspettando da mezz'ora il 69!! Che schifo di servizio!,True,bus,delay,none,False,True,69,,,piazzale Clodio,,4,medium,0.9,Attesa di mezz'ora per il bus 69 a piazzale Clodio.,piazzale Clodio ... aspettando da mezz'ora il 69
